unique_staying_id,study_id,location_id,Start Time,End Time,Day of Week,Time of Day,Surveyor Count,staying_microclimate,Temperature,staying_row_total,Group Size,Race Ethnicity,Gender,Age,sitting_formal_all,sitting_formal_public,Commercial Activity,commercial_buying,Eating Drinking,talking_to_others,sitting_informal,recreation_passive,standing,using_electronics,Active Recreation,leaning,living_public,commercial_observing,working_civic,staying_mobility_assist,Waiting for Transportation,Smoking,soliciting,sitting_formal_private,Conditions,commercial_selling,Intoxicated Disruptive Behavior,lying,Cultural Activity,Aggressive Disruptive Behavior,sitting_formal_commercial,commercial_selling_informal,Disruptive Behavior,Notes,sitting_formal_public_fixed,sitting_formal_public_fixed_1,sitting_formal_public_movable,subject_id,latitidue,longitude,staying_covid_mask,staying_covid_social_distance,taking_care_child,feeding_child,waiting_non_public_transportation,recreation_active_play,recreation_passive_reading_writing,other,chance_encounter,year,month,day
7933,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,4,W,Female,45-64,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2019,5,23
7934,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,W,Female,45-64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2019,5,23
7935,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,2,W,Female,15-24,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2019,5,23
7936,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,2,B,Male,25-44,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2019,5,23
7937,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,2,B,Male,25-44,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2019,5,23
7938,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,2,B,Male,45-64,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2019,5,23
7939,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,4,B,Male,25-44,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2019,5,23
7940,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,4,B,Male,25-44,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2019,5,23
7941,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,4,B,Male,45-64,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2019,5,23
7942,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,4,B,Male,45-64,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2019,5,23
7943,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,U,Male,45-64,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Sleeping,,,,,,,,,,,,,,,,2019,5,23
7944,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,U,Male,25-44,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Sleeping,,,,,,,,,,,,,,,,2019,5,23
7945,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,W,Male,45-64,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
7946,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,2,A,Male,25-44,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
7947,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,2,W,Male,45-64,,,,,,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
7948,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,W,Male,25-44,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
7949,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,B,Male,25-44,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,Sleeping bag,,,,,,,,,,,,,,,,2019,5,23
7950,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,U,Male,25-44,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2019,5,23
7951,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,2,W,Male,25-44,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2019,5,23
7952,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,2,W,Male,45-64,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2019,5,23
7953,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,W,Female,45-64,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2019,5,23
7954,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,L,Male,25-44,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
7955,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,W,Female,25-44,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
7956,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,A,Female,25-44,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2019,5,23
7957,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,W,Male,25-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
7958,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,W,Male,45-64,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
7959,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,B,Male,15-24,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,Walking dog but listening,,,,,,,,,,,,,,,,2019,5,23
7960,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,2,A,Female,25-44,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Walking dog but listening,,1,,,,,,,,,,,,,,2019,5,23
7961,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,2,W,Male,45-64,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2019,5,23
7962,2019_Yesler_Crescent,PIO15,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,2,W,Female,45-64,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2019,5,23
7963,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,2,W,Male,25-44,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Sleeping,,,,,,,,,,,,,,,,2019,5,23
7964,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,2,W,Female,25-44,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,Sleeping,,,,,,,,,,,,,,,,2019,5,23
7965,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,2,A,Male,25-44,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
7966,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,2,W,Male,25-44,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
7967,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,B,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2019,5,23
7968,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,B,Male,25-44,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2019,5,23
7969,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,W,Male,45-64,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2019,5,23
7970,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,B,Male,25-44,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2019,5,23
7971,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,W,Male,25-44,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2019,5,23
7972,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,W,Male,25-44,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2019,5,23
7973,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,W,Male,65+,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2019,5,23
7974,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,W,Male,45-64,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2019,5,23
7975,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,B,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2019,5,23
7976,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,B,Male,65+,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2019,5,23
7977,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,B,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2019,5,23
7978,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,2,L,Male,45-64,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2019,5,23
7979,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,2,W,Female,45-64,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2019,5,23
7980,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,W,Female,65+,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
7981,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,W,Male,45-64,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2019,5,23
7982,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,B,Male,45-64,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2019,5,23
7983,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,U,Male,25-44,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
7984,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,B,Female,45-64,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2019,5,23
7985,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,B,Male,25-44,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
7986,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,W,Female,25-44,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,Walking dog but listening,,,,,,,,,,,,,,,,2019,5,23
7987,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,W,Male,25-44,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2019,5,23
7988,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,L,Male,25-44,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Joining an existing duo,,1,,,,,,,,,,,,,,2019,5,23
7989,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,A,Male,45-64,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,Walking do but listening,,,,,,,,,,,,,,,,2019,5,23
7990,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,W,Female,65+,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2019,5,23
7991,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,L,Male,45-64,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
7992,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,N,Male,65+,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2019,5,23
7993,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,W,Male,25-44,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
7994,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,W,Male,45-64,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2019,5,23
7995,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,W,Female,45-64,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2019,5,23
7996,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,W,Female,25-44,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2019,5,23
7997,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,B,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2019,5,23
7998,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,2,W,Female,45-64,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2019,5,23
7999,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,2,W,Female,45-64,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2019,5,23
8000,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,W,Female,25-44,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2019,5,23
8001,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,B,Male,25-44,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8002,2019_Yesler_Crescent,PIO15,2019-05-23 12:50:00,2019-05-23 13:10:00,Thursday,Midday,SDOT,,,1,1,W,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2019,5,23
8003,2019_Yesler_Crescent,PIO1,2019-05-23 11:38:00,2019-05-23 11:58:00,Thursday,Midday,SDOT,,,1,1,W,Male,45-64,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8004,2019_Yesler_Crescent,PIO1,2019-05-23 11:38:00,2019-05-23 11:58:00,Thursday,Midday,SDOT,,,1,1,B,Male,25-44,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8005,2019_Yesler_Crescent,PIO1,2019-05-23 11:38:00,2019-05-23 11:58:00,Thursday,Midday,SDOT,,,1,1,B,Male,25-44,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,Sleeping bag,,,,,,,,,,,,,,,,2019,5,23
8006,2019_Yesler_Crescent,PIO1,2019-05-23 11:38:00,2019-05-23 11:58:00,Thursday,Midday,SDOT,,,1,1,W,Male,25-44,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8007,2019_Yesler_Crescent,PIO1,2019-05-23 11:38:00,2019-05-23 11:58:00,Thursday,Midday,SDOT,,,1,1,M,Male,45-64,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8008,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,W,Male,25-44,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8009,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,W,Female,65+,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8010,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,A,Female,65+,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8011,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,3,W,Male,25-44,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8012,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,3,W,Male,45-64,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8013,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,3,W,Female,25-44,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8014,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,W,Male,25-44,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8015,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,B,Male,25-44,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8016,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,W,Male,45-64,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8017,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,B,Male,45-64,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8018,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,W,Male,25-44,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8019,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,B,Other_Unsure,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8020,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,2,W,Male,25-44,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,Playing catch football,,,,,,,,,,,,,,,,2019,5,23
8021,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,2,W,Male,25-44,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Playing catch football,,,,,,,,,,,,,,,,2019,5,23
8022,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,B,Male,25-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8023,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,U,Male,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8024,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,W,Male,25-44,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8025,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,U,Other_Unsure,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"Wheelchair, face covered",,,,,,,,,,,,,,,,2019,5,23
8026,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,3,B,Male,25-44,1,,,,,1,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8027,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,3,B,Male,25-44,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8028,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,3,B,Male,25-44,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8029,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,2,W,Male,45-64,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8030,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,2,B,Male,45-64,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8031,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,B,Male,45-64,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8032,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,B,Male,45-64,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8033,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,W,Male,45-64,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8034,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,B,Male,25-44,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
8035,2019_Yesler_Crescent,PIO5,2019-05-23 12:00:00,2019-05-23 12:20:00,Thursday,Midday,SDOT,,,1,1,B,Male,45-64,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,5,23
